".smooth",".type",".by",".estimate",".se","nitrogen","phosphorus","nymph_density_total_count","longitude","latitude","ecoregion"
"s(nitrogen)","TPRS",NA,-0.253491947930525,0.100950828749978,0.397933896692562,NA,NA,NA,NA,NA
"s(phosphorus)","TPRS",NA,0.112220732269492,0.0451234710045153,NA,0.0110666699139423,NA,NA,NA,NA
"s(phosphorus)","TPRS",NA,0.119441085732344,0.0436301223783292,NA,0.0128565428822031,NA,NA,NA,NA
"s(phosphorus)","TPRS",NA,0.126648160391185,0.0423167323507163,NA,0.014646415850464,NA,NA,NA,NA
"s(phosphorus)","TPRS",NA,0.13380785344702,0.041201652353419,NA,0.0164362888187248,NA,NA,NA,NA
"s(phosphorus)","TPRS",NA,0.140858779841456,0.0402896414928324,NA,0.0182261617869857,NA,NA,NA,NA
"s(phosphorus)","TPRS",NA,0.147711264271728,0.0395644487383851,NA,0.0200160347552465,NA,NA,NA,NA
"s(phosphorus)","TPRS",NA,0.154248577377391,0.0389896732023641,NA,0.0218059077235074,NA,NA,NA,NA
"s(phosphorus)","TPRS",NA,0.16032948149618,0.0385170928080442,NA,0.0235957806917682,NA,NA,NA,NA
"s(phosphorus)","TPRS",NA,0.16579234749146,0.0380984885365115,NA,0.0253856536600291,NA,NA,NA,NA
"s(phosphorus)","TPRS",NA,0.170460994395398,0.0376962405647936,NA,0.0271755266282899,NA,NA,NA,NA
"s(phosphorus)","TPRS",NA,0.174152222289962,0.0372892643244642,NA,0.0289653995965508,NA,NA,NA,NA
"s(phosphorus)","TPRS",NA,0.176684807269148,0.0368731302312238,NA,0.0307552725648116,NA,NA,NA,NA
"s(phosphorus)","TPRS",NA,0.177889530110338,0.0364553633877051,NA,0.0325451455330724,NA,NA,NA,NA
"s(phosphorus)","TPRS",NA,0.177619640866467,0.0360483483050752,NA,0.0343350185013333,NA,NA,NA,NA
"s(phosphorus)","TPRS",NA,0.175761040208129,0.0356627377305133,NA,0.0361248914695941,NA,NA,NA,NA
"s(phosphorus)","TPRS",NA,0.172241400259695,0.0353037167289088,NA,0.037914764437855,NA,NA,NA,NA
"s(phosphorus)","TPRS",NA,0.167037461737621,0.0349710720443092,NA,0.0397046374061158,NA,NA,NA,NA
"s(phosphorus)","TPRS",NA,0.160179832083133,0.0346623020569958,NA,0.0414945103743767,NA,NA,NA,NA
"s(phosphorus)","TPRS",NA,0.1517547653031,0.0343767313375332,NA,0.0432843833426375,NA,NA,NA,NA
"s(phosphorus)","TPRS",NA,0.141902615893597,0.0341183226928884,NA,0.0450742563108984,NA,NA,NA,NA
"s(phosphorus)","TPRS",NA,0.130812908394189,0.0338956624328504,NA,0.0468641292791592,NA,NA,NA,NA
"s(phosphorus)","TPRS",NA,0.118716228774995,0.0337190246059446,NA,0.0486540022474201,NA,NA,NA,NA
